"primary_key","r_age_val","cust_gender_cd","cust_language_cd","cust_mkt_segm_desc","trf_mdl_phonedeal_cd","count_orange","cust_total_mobile_qty","voice_oob_mean","voice_oob_sum","voice_oob_nat_mean","voice_oob_nat_sum","mean_bill_rev_vs_trf_plan","tenure_days","days_since_moving","nb_cont","avg_tp_churn"
101710,0.405279762577266,"M","DE","SOHO",0,0,1,0,0,0,0,0.863911111333333,4803,365,49,0.0254639285841984
101711,0.957636793376878,"F","NL","MASS",0,0,1,0,0,0,0,0.834980555833333,1535,365,15,0.0212201105862536
101712,0.823487844318151,"M","FR","MASS",1,0,1,0,0,0,0,1.17189059820513,353,365,330,0.01903440071379
101713,0.932026692666113,"M","NL","SOHO",0,0,4,0,0,0,0,0.967593333333333,1773,365,24,0.0288548241659152
101714,0.930275429040194,"M","NL","MASS",0,0,1,4.49086667,13.4726,4.49086667,13.4726,1.10616,210,365,37,0.0288548241659152
101715,0.950636184075847,"F","FR","MASS",0,0,1,0,0,0,0,0.885877778,2884,365,52,0.0254639285841984
101716,0.490502783562988,"F","FR","MASS",0,0,2,0,0,0,0,0.827766666666667,3217,365,17,0.0288548241659152
101717,0.956759489141405,"F","NL","MASS",0,0,3,0,0,0,0,0.971462222,3304,365,21,0.0254639285841984
101718,0.408927306300029,"M","NL","MASS",0,0,1,0.2755,0.8265,0,0,0.8494,6096,365,21,0.0212201105862536
101719,0.624191486975178,"M","FR","MASS",0,0,1,0,0,0,0,0.82645,2579,365,24,0.0165509521461601
101720,0.20855280268006,"F","FR","MASS",0,0,1,1.3775,4.1325,0,0,0.999613333333333,1754,365,46,0.0254639285841984
101721,0.744138221954927,"F","FR","MASS",0,0,1,1.653,3.306,0,0,0.927237778,230,365,3,0.0254639285841984
101722,0.815816594753414,"F","NL","MASS",0,2,1,0.11133333,0.334,0.11133333,0.334,0.845144444666667,833,365,35,0.0254639285841984
101723,0.655130187049508,"M","NL","MASS",1,0,3,0,0,0,0,0.8917066668,117,365,41,0.00652020082892476
101724,0.952677803114057,"F","NL","MASS",0,0,1,0,0,0,0,0.87236,878,365,69,0.0254639285841984
101725,0.202160213142633,"F","FR","MASS",1,1,2,0,0,0,0,1.14947575763636,466,365,47,0.0282138544296849
101726,0.845948131754994,"M","FR","MASS",0,0,3,4.1527,12.4581,0,0,1.05633,119,365,71,0.0231284236153378
101727,0.1029952832032,"F","FR","MASS",1,0,1,0,0,0,0,1.3551306668,1323,365,16,0.00652020082892476
101728,0.166335326153785,"M","NL","MASS",0,0,2,0,0,0,0,0.970393333333333,1533,365,35,0.0288548241659152
101729,0.287576554808766,"F","NL","MASS",0,0,2,17.4233,52.2699,6.0453,18.1359,10.111302222,2293,365,77,0.0288548241659152
101730,0.638292844872922,"F","NL","MASS",0,0,2,0,0,0,0,0.8385777775,2408,365,21,0.0212201105862536
101731,0.412701279157773,"F","NL","MASS",0,0,1,0,0,0,0,0.620495,4158,365,45,0.0217371614889956
101732,0.564193397760391,"M","FR","MASS",1,1,4,0,0,0,0,1.18047333333333,1071,365,54,0.0152671755725191
101733,0.697154452558607,"F","FR","MASS",1,1,1,0,0,0,0,0.914743636363636,521,365,203,0.0282138544296849
101734,0.908506041625515,"M","NL","MASS",0,0,2,0,0,0,0,0.8518527775,1911,365,66,0.0212201105862536
101735,0.142281241482124,"M","FR","SOHO",1,0,1,2.72726667,8.1818,0,0,1.02908909090909,1578,365,180,0.0282138544296849
101736,0.235936184646562,"M","FR","MASS",0,1,2,0,0,0,0,0.82645,679,365,14,0.0165509521461601
101737,0.928254802944139,"F","FR","MASS",0,0,1,0,0,0,0,0.8315683335,2076,365,37,0.025597898714345
101738,0.432721131946892,"F","NL","MASS",1,2,2,0,0,0,0,0.828330370444444,182,365,48,0.0152671755725191
101739,0.426963597303256,"F","FR","MASS",0,1,3,0,0,0,0,0.858466666666667,3542,365,37,0.0212201105862536
101740,0.249650734011084,"F","NL","MASS",0,1,1,0,0,0,0,0.888116666666667,3395,365,54,0.0212201105862536
101741,0.755944913253188,"M","NL","MASS",0,0,2,0,0,0,0,2.34990555583333,546,365,10,0.0212201105862536
101742,0.335165717639029,"F","FR","MASS",0,0,1,1.6024,4.8072,0,0,1.08010444466667,3389,365,48,0.0254639285841984
101743,0.462729293620214,"F","FR","MASS",1,2,1,35.5028,106.5084,0,0,2.601585,955,365,28,0.0170355247039608
101744,0.569793657166883,"M","FR","MASS",0,0,1,0,0,0,0,0.90909,4175,365,31,0.0210405508798776
101745,0.167885978706181,"M","FR","MASS",1,0,1,0,0,0,0,1.146444,5160,365,78,0.0185643833235569
101746,0.588980152737349,"M","NL","MASS",0,1,1,0,0,0,0,0.72727,3597,365,9,0.0182584269662921
101747,0.927508277120069,"M","NL","SOHO",0,0,1,0,0,0,0,0.826446666666667,4434,365,9,0.0254639285841984
101748,0.438274005660787,"M","NL","MASS",0,0,1,0,0,0,0,1.80421944416667,4759,365,18,0.0212201105862536
101749,0.99312691600062,"M","NL","MASS",0,0,1,0,0,0,0,0.863668888666667,3393,365,55,0.0254639285841984
101750,0.189475468825549,"F","FR","MASS",1,0,1,0,0,0,0,0.9014333332,5782,365,47,0.0185643833235569
101751,0.939178684260696,"F","FR","MASS",0,1,1,0,0,0,0,0.845594444166667,872,365,23,0.0212201105862536
101752,0.863721925765276,"F","FR","MASS",1,0,1,0,0,0,0,0.8291106668,1251,365,23,0.0185643833235569
101753,0.230932850390673,"M","NL","SOHO",0,1,3,0,0,0,0,0.876655555333333,1218,365,54,0.0254639285841984
101754,0.658546797465533,"M","FR","MASS",0,0,1,4.78113333,14.3434,4.78113333,14.3434,1.22565555533333,2621,236,63,0.0254639285841984
101755,0.907270940952003,"F","NL","MASS",1,1,1,0,0,0,0,1.1491146668,156,365,41,0.00652020082892476
101756,0.696375820087269,"F","FR","MASS",1,0,1,0,0,0,0,1.01863185177778,5019,365,32,0.0152671755725191
101757,0.0373015471268445,"F","FR","MASS",1,0,1,0,0,0,0,0.824192380857143,482,365,74,0.00956684325334995
101758,0.621219141408801,"M","NL","SOHO",0,0,2,4.2057,12.6171,0,0,1.33036944416667,4047,365,77,0.0212201105862536
101759,0.442099900916219,"F","NL","MASS",1,0,1,0,0,0,0,0.826445,488,365,6,0.0170355247039608
101760,0.124966152245179,"M","NL","MASS",1,0,1,0,0,0,0,1.69453675205128,3706,365,70,0.01903440071379
101761,0.0783916607033461,"M","NL","MASS",0,0,2,0,0,0,0,0.4999666668,317,365,17,0.0287215542549412
101762,0.489117998862639,"M","FR","MASS",1,0,1,0,0,0,0,0.922392380857143,1428,365,8,0.0216953741472364
101763,0.913957672892138,"F","NL","MASS",0,0,4,0,0,0,0,1.81993333333333,1484,365,36,0.0288548241659152
101764,0.122250143205747,"F","FR","MASS",0,0,3,0,0,0,0,0.82645,577,365,9,0.0165509521461601
101765,0.457695303484797,"M","NL","MASS",0,1,1,0,0,0,0,0.3745733335,1423,365,33,0.0217371614889956
101766,0.175018727779388,"M","FR","MASS",0,0,1,4.09826667,12.2948,4.09826667,12.2948,0.9118626668,5841,365,18,0.0287215542549412
101767,0.463047239696607,"Unknown","NL","SOHO",0,0,4,0,0,0,0,0.88026,1020,365,20,0.0254639285841984
101768,0.382191276177764,"F","NL","MASS",0,0,1,0,0,0,0,0.826991666666667,4285,365,9,0.0212201105862536
101769,0.519350069342181,"F","FR","MASS",0,0,1,0,0,0,0,0.912394814888889,1576,87,62,0.0368611185442869
101770,0.957181040663272,"F","FR","MASS",0,1,3,0.6515,1.9545,0,0,0.9598813332,1796,365,56,0.0287215542549412
101771,0.769671123707667,"Unknown","FR","MASS",0,0,2,0,0,0,0,0.8415683335,7512,156,39,0.025597898714345
101772,0.0617506974376738,"F","FR","MASS",1,0,1,0,0,0,0,1.1971146668,3740,365,27,0.00652020082892476
101773,0.844532098155469,"F","FR","MASS",0,0,1,0,0,0,0,1.582002222,6009,365,46,0.0254639285841984
101774,0.520087819546461,"Unknown","NL","MASS",0,0,2,2.7755,8.3265,0,0,1.354202222,252,365,58,0.0254639285841984
101775,0.284410053864121,"M","NL","MASS",0,0,4,0,0,0,0,0.995013889166667,4572,365,46,0.0212201105862536
101776,0.51731380703859,"M","NL","MASS",0,0,1,0.6118,1.8354,0,0,0.871677778,906,365,39,0.0254639285841984
101777,0.169911126606166,"M","NL","MASS",0,0,2,0,0,0,0,0.826441666666667,2352,365,15,0.0212201105862536
101778,0.517073343507946,"M","NL","MASS",0,1,2,0,0,0,0,0.8317773332,1020,365,56,0.0336836534099501
101779,0.899527893634513,"F","FR","MASS",0,0,3,0,0,0,0,0.826445,6708,365,17,0.025597898714345
101780,0.683292320463806,"F","FR","MASS",0,0,1,2.6815,8.0445,2.6815,8.0445,1.966733334,6352,365,12,0.014074876061314
101781,0.250847176648676,"M","NL","MASS",1,0,1,0,0,0,0,0.832809090909091,404,365,55,0.0282138544296849
101782,0.366605008486658,"M","FR","MASS",1,0,1,0,0,0,0,0.8291106668,5169,365,41,0.0185643833235569
101783,0.545680324779823,"F","FR","MASS",0,1,1,0,0,0,0,0.889224444666667,1372,365,46,0.0288548241659152
101784,0.599023907212541,"F","FR","MASS",0,1,1,0,0,0,0,0.678637373636364,1395,365,60,0.0356299212598425
101785,0.944422032684088,"F","FR","MASS",1,0,1,0,0,0,0,0.8291986668,5990,365,16,0.0185643833235569
101786,0.421445009298623,"M","FR","MASS",1,0,1,0,0,0,0,0.826445714285714,132,365,21,0.00956684325334995
101787,0.431583791971207,"M","FR","MASS",0,0,2,2.71876667,8.1563,0,0,1.05531555533333,1501,365,25,0.0254639285841984
101788,0.284094790462404,"F","FR","MASS",0,0,1,0,0,0,0,0.826446666666667,6965,365,27,0.0254639285841984
101789,0.143780404236168,"F","FR","MASS",0,0,2,0,0,0,0,0.887405555833333,1246,274,8,0.0212201105862536
101790,0.672543820692226,"F","FR","MASS",0,0,1,0,0,0,0,0.837128,5097,355,50,0.0336836534099501
101791,0.138055430259556,"M","FR","MASS",1,0,2,0.76676667,2.3003,0,0,0.86388,7309,365,64,0.0185643833235569
101792,0.547625764971599,"F","FR","MASS",0,0,2,0,0,0,0,1.40250555583333,4952,365,76,0.0212201105862536
101793,0.915204899851233,"M","FR","MASS",0,0,1,0,0,0,0,0.884797778,3366,365,22,0.0200696480938416
101794,0.753753258381039,"F","FR","MASS",0,0,1,0,0,0,0,0.826446666666667,536,365,63,0.0254639285841984
101795,0.555188443278894,"F","FR","MASS",0,0,1,0.2755,0.8265,0,0,0.972644444666667,937,365,65,0.0288548241659152
101796,0.669914885424078,"M","FR","MASS",0,1,3,15.5587,46.6761,15.5587,46.6761,6.47033333333333,923,365,57,0.0254639285841984
101797,0.0873486178461462,"M","FR","MASS",0,0,1,2.339,7.017,2.339,7.017,0,3131,365,14,0.014151747655584
101798,0.682385113555938,"M","NL","MASS",0,0,1,0,0,0,0,0.849655555641026,4163,365,92,0.0297469865139038
101799,0.712521990062669,"Unknown","NL","MASS",0,0,1,0,0,0,0,0.962963889166667,2850,365,55,0.0212201105862536
101800,0.878141423454508,"M","NL","MASS",0,0,1,0,0,0,0,0.826446666666667,896,365,14,0.0254639285841984
101801,0.7464754646644,"F","NL","MASS",0,0,1,1.102,3.306,0,0,0.870528,1279,365,41,0.0287215542549412
101802,0.631089059403166,"M","NL","MASS",0,0,3,0,0,0,0,0.844511111333333,1224,365,10,0.0254639285841984
101803,0.65902765118517,"Unknown","FR","MASS",1,0,1,0,0,0,0,0.826445,4518,365,19,0.0170355247039608
101804,0.367684580851346,"F","FR","MASS",0,0,2,0,0,0,0,0.82645,1280,365,10,0.0165509521461601
101805,0.960596778662875,"M","FR","MASS",1,0,1,0,0,0,0,1.42699809514286,506,365,61,0.0216953741472364
101806,0.257940033217892,"M","NL","MASS",0,0,1,0,0,0,0,0.826546666666667,5797,365,32,0.0254639285841984
101807,0.804043821059167,"F","NL","MASS",1,0,2,0,0,0,0,0.8633583335,339,365,28,0.0170355247039608
101808,0.171178719494492,"F","FR","MASS",1,0,1,0,0,0,0,1.25711453,4684,365,93,0.01903440071379
101809,0.705630869138986,"F","FR","MASS",1,0,1,0,0,0,0,1.19223142857143,166,365,69,0.00956684325334995
101810,0.575700154993683,"Unknown","NL","MASS",0,0,1,0,0,0,0,1.382002222,5992,365,17,0.0254639285841984
101811,0.441804699832574,"F","FR","MASS",1,0,3,0,0,0,0,0.867433333333333,5860,365,61,0.0125739330241266
101812,0.0891935869585723,"M","NL","MASS",0,0,1,0,0,0,0,0.831526666666667,111,365,24,0.0288548241659152
101813,0.503067643614486,"M","NL","MASS",1,0,2,0,0,0,0,0.826445,278,365,12,0.0170355247039608
101814,0.71443408424966,"M","NL","MASS",1,0,1,0,0,0,0,0.8297783335,5724,365,10,0.0170355247039608
101815,0.113766002468765,"F","NL","MASS",0,0,1,0,0,0,0,3.59352,5553,365,12,0.014074876061314
101816,0.45307878148742,"F","FR","MASS",0,0,1,0,0,0,0,0.826441666666667,5580,365,35,0.0212201105862536
101817,0.47049696277827,"F","NL","MASS",0,0,2,2.4682,7.4046,2.4682,7.4046,1.20749444416667,4860,365,41,0.0212201105862536
101818,0.482657439308241,"F","NL","MASS",0,0,1,0,0,0,0,0.826446666666667,5693,365,38,0.0254639285841984
101819,0.194765629479662,"M","NL","MASS",1,0,1,0.9573,2.8719,0,0,0.848093333272727,527,355,48,0.0282138544296849
101820,0.714940067147836,"F","FR","MASS",0,0,2,0,0,0,0,0.826441666666667,3840,365,18,0.0212201105862536
101821,0.951297455932945,"F","NL","MASS",0,0,3,0,0,0,0,2.832002222,842,365,38,0.0288548241659152
101822,0.00869035441428423,"M","FR","MASS",0,0,2,2.9133,8.7399,2.9133,8.7399,1.04777333333333,3622,365,98,0.0256037033501957
101823,0.112371951108798,"Unknown","NL","SOHO",0,1,4,0,0,0,0,0.8560053332,1095,365,76,0.0287215542549412
101824,0.678640908328816,"M","FR","MASS",1,0,1,0,0,0,0,0.866155238,999,365,54,0.00956684325334995
101825,0.281681985827163,"Unknown","NL","SOHO",0,0,4,0,0,0,0,0.75,1418,365,3,0.0188910267622879
101826,0.155520056374371,"F","FR","MASS",1,0,1,2.3464,7.0392,2.3464,7.0392,0.945385,343,365,104,0.0170355247039608
101827,0.169589814729989,"F","FR","MASS",0,0,3,0,0,0,0,2.79939166625,681,365,11,0.0165509521461601
101828,0.128760564373806,"F","FR","MASS",0,1,2,1.66666667,5,0,0,0.9818,1245,365,48,0.0254639285841984
101829,0.908727357629687,"F","FR","MASS",1,0,3,0,0,0,0,0.839644,209,365,6,0.0185643833235569
101830,0.439156270818785,"F","FR","MASS",0,0,1,0,0,0,0,1.03109555533333,2138,365,59,0.0256037033501957
101831,0.610385767184198,"M","FR","MASS",1,0,1,4.89443333,14.6833,0,0,1.3881266668,130,365,50,0.00652020082892476
101832,0.306476663565263,"F","FR","MASS",1,0,2,0,0,0,0,1.17409809514286,459,365,48,0.00956684325334995
101833,0.304466961883008,"M","FR","MASS",0,0,1,0,0,0,0,0.72727,2517,365,10,0.0188910267622879
101834,0.744617510586977,"F","FR","MASS",0,0,1,1.73913333,5.2174,1.73913333,5.2174,1.0364777775,3489,365,12,0.0212201105862536
101835,0.157145289704204,"F","FR","MASS",0,0,1,0,0,0,0,0.826446666666667,5152,365,85,0.0254639285841984
101836,0.980973376194015,"F","FR","MASS",0,0,1,0,0,0,0,0.82645,944,365,13,0.0165509521461601
101837,0.591728467028588,"F","FR","MASS",1,0,1,14.73876667,44.2163,14.73876667,44.2163,1.6392166665,429,365,39,0.0170355247039608
101838,0.146187915466726,"M","FR","MASS",0,0,2,0,0,0,0,0.661156,1589,50,55,0.0182714370697714
101839,0.510856950422749,"F","NL","MASS",0,0,2,0,0,0,0,0.834980555833333,3238,365,30,0.0212201105862536
101840,0.961311747552827,"F","FR","MASS",1,0,4,0,0,0,0,0.897647878727273,5634,365,75,0.0282138544296849
101841,0.244875367265195,"M","FR","MASS",0,0,2,0,0,0,0,0.82645,837,365,3,0.0165509521461601
101842,0.280991799430922,"F","FR","MASS",0,0,1,0,0,0,0,1.163028,1447,365,109,0.0287215542549412
101843,0.835505492286757,"F","FR","MASS",0,0,1,0,0,0,0,0.8578,5549,365,16,0.0165509521461601
101844,0.302949311677366,"M","NL","MASS",0,0,1,0,0,0,0,0.99174,3393,365,6,0.014074876061314
101845,0.777099018217996,"F","FR","MASS",1,1,1,2.8045,8.4135,2.8045,8.4135,0.958169523714286,926,365,58,0.00956684325334995
101846,0.46363419899717,"F","FR","MASS",0,0,1,1.10423333,3.3127,0,0,0.905017778,4309,365,50,0.0254639285841984
101847,0.282627097098157,"F","FR","MASS",0,0,1,7.51626667,22.5488,0,0,2.36934888866667,276,365,51,0.0254639285841984
101848,0.267510054865852,"F","NL","MASS",0,1,1,0,0,0,0,0.791577778,312,365,27,0.0254639285841984
101849,0.273712211521342,"F","FR","MASS",1,0,1,0,0,0,0,0.826444,572,365,49,0.0185643833235569
101850,0.931826250394806,"M","NL","MASS",0,1,1,5.6985,17.0955,5.6985,17.0955,1.20634666666667,3504,365,31,0.0288548241659152
101851,0.585585207678378,"F","NL","MASS",1,1,3,0,0,0,0,1.24851555533333,117,365,11,0.00781822623992182
101852,0.247955020982772,"M","NL","MASS",0,0,1,0,0,0,0,1.027877778,852,365,7,0.0254639285841984
101853,0.0767624331638217,"F","FR","MASS",0,0,1,0,0,0,0,0.6202383335,5595,269,35,0.0217371614889956
101854,0.817974486155435,"M","NL","MASS",0,0,3,12.22923333,36.6877,12.22923333,36.6877,1.85962888866667,2059,365,61,0.0288548241659152
101855,0.0156742562539876,"F","FR","MASS",0,0,1,3.6479,10.9437,0.51243333,1.5373,1.09206,2994,365,17,0.0188910267622879
101856,0.212086997460574,"F","FR","MASS",1,0,1,0,0,0,0,0.826446666666667,270,365,14,0.00781822623992182
101857,0.759745700052008,"M","FR","MASS",0,0,1,0,0,0,0,0.661156,6432,365,92,0.0182714370697714
101858,0.25650536431931,"F","FR","MASS",1,0,1,25.5773,76.7319,25.5773,76.7319,3.8665266665,516,365,76,0.0170355247039608
101859,0.403401044197381,"F","NL","MASS",0,0,1,0,0,0,0,0.99174,5194,365,14,0.014074876061314
101860,0.741079866187647,"M","NL","MASS",0,0,1,0.07713333,0.2314,0.07713333,0.2314,0.78851,6109,365,48,0.0188910267622879
101861,0.0765913412906229,"F","FR","MASS",0,1,2,0,0,0,0,0.8379166665,385,205,36,0.025597898714345
101862,0.892685442231596,"Unknown","FR","SOHO",1,0,1,0,0,0,0,0.838566666727273,553,365,218,0.0282138544296849
101863,0.679886723402888,"Unknown","FR","MASS",0,0,4,0.55096667,1.6529,0,0,0.975383333333333,5271,365,10,0.0212201105862536
101864,0.325406209100038,"F","NL","MASS",0,0,1,1.77566667,5.327,1.77566667,5.327,1.04840833375,3715,365,30,0.0165509521461601
101865,0.234784309752285,"F","FR","MASS",0,0,1,0.3609,1.0827,0.3609,1.0827,0.538705,5443,365,63,0.0301612064482579
101866,0.992818619590253,"M","NL","MASS",0,1,2,0.2755,0.8265,0,0,1.2004833335,805,365,58,0.025597898714345
101867,0.652817226713523,"M","FR","MASS",1,0,3,0,0,0,0,0.827657575818182,608,365,54,0.0282138544296849
101868,0.456273015821353,"M","FR","MASS",1,0,1,0,0,0,0,0.9811573332,6552,365,26,0.0185643833235569
101869,0.342035255162045,"F","NL","MASS",0,0,1,0,0,0,0,0.82645,754,365,24,0.0165509521461601
101870,0.436970900278538,"Unknown","NL","MASS",1,0,1,0,0,0,0,0.8639813332,4309,365,29,0.00652020082892476
101871,0.820948872482404,"F","FR","MASS",0,0,1,0,0,0,0,0.740895555333333,3119,365,35,0.0201295465869457
101872,0.928369173081592,"M","NL","MASS",0,0,1,0,0,0,0,0.99174,3753,365,1,0.014074876061314
101873,0.391049151774496,"M","NL","SOHO",0,0,1,0,0,0,0,0.826446666666667,5030,365,63,0.0256037033501957
101874,0.17824773886241,"F","NL","MASS",1,0,1,2.90083333,8.7025,2.90083333,8.7025,1.01983555533333,520,365,34,0.0125739330241266
101875,0.256074204808101,"F","NL","SOHO",0,1,2,0,0,0,0,0.9921294445,752,365,98,0.0231284236153378
101876,0.0588003140874207,"F","NL","MASS",0,0,1,0,0,0,0,0.99174,3811,365,6,0.014074876061314
101877,0.115667771315202,"M","FR","MASS",1,0,1,0,0,0,0,0.898456190571429,1350,365,20,0.0216953741472364
101878,0.385266799945384,"M","NL","MASS",0,0,1,0,0,0,0,1.27274529923077,206,365,181,0.0297469865139038
101879,0.411929482361302,"F","FR","MASS",1,0,1,0,0,0,0,0.826448,6338,365,56,0.00652020082892476
101880,0.601419095182791,"F","NL","MASS",0,0,2,0.2755,0.8265,0,0,0.891533333333333,4416,365,35,0.0288548241659152
101881,0.863897409988567,"F","NL","MASS",0,0,1,0,0,0,0,0.883386110833333,5638,365,34,0.0212201105862536
101882,0.834051752695814,"Unknown","NL","SOHO",0,0,1,0.01376667,0.0413,0.01376667,0.0413,0.827364444666667,5729,365,77,0.0254639285841984
101883,0.585073810303584,"F","FR","MASS",0,0,1,0,0,0,0,0.861261110833333,4683,365,32,0.0212201105862536
101884,0.574840701883659,"M","FR","MASS",1,1,1,0,0,0,0,0.850021818181818,917,365,52,0.0282138544296849
101885,0.505882347468287,"M","FR","MASS",0,0,4,0,0,0,0,0.826446666666667,5647,365,11,0.0254639285841984
101886,0.00414311024360359,"M","NL","MASS",1,0,2,0,0,0,0,0.826446666666667,877,365,15,0.0125739330241266
101887,0.984985105227679,"M","NL","MASS",0,0,1,2.60876667,7.8263,0.96073333,2.8822,1.96601,1985,365,77,0.0217371614889956
101888,0.00498771062120795,"M","FR","MASS",0,0,1,0,0,0,0,0.848635555333333,1610,365,33,0.0254639285841984
101889,0.931374635081738,"M","NL","MASS",0,0,4,0,0,0,0,0.900313889166667,307,365,14,0.0212201105862536
101890,0.888250379357487,"M","NL","MASS",0,1,3,0,0,0,0,0.8795533332,958,365,63,0.0287215542549412
101891,0.210826203692704,"M","FR","MASS",0,1,2,0,0,0,0,0.84368,3542,365,15,0.0254639285841984
101892,0.748525124741718,"F","FR","MASS",0,0,2,7.53896667,22.6169,7.53896667,22.6169,1.0736333335,2733,365,45,0.0217371614889956
101893,0.189607367618009,"F","NL","MASS",1,0,1,0,0,0,0,0.826445,5031,365,22,0.0170355247039608
101894,0.736136907944456,"Unknown","NL","SOHO",0,2,1,58.2281,174.6843,0,0,2.462165,1110,365,219,0.0277732662010719
101895,0.485297529259697,"M","FR","MASS",1,0,2,0,0,0,0,0.8534333332,1757,365,32,0.0185643833235569
101896,0.841697634896263,"F","FR","MASS",0,0,1,33.93926667,101.8178,24.5866,73.7598,3.08906444466667,5983,365,33,0.0256037033501957
101897,0.0940243813674897,"F","NL","MASS",0,1,3,0,0,0,0,0.680926666666667,796,365,24,0.0288548241659152
101898,0.102757140994072,"M","FR","MASS",0,0,2,0,0,0,0,0.826446666666667,2691,365,21,0.0254639285841984
101899,0.201111553236842,"F","NL","MASS",1,1,1,0,0,0,0,0.830081818181818,1903,365,45,0.0282138544296849
101900,0.134091684129089,"F","NL","MASS",0,0,1,1.59366667,4.781,0,0,1.76233333375,2106,365,14,0.0165509521461601
101901,0.771310327108949,"F","NL","MASS",0,0,1,0,0,0,0,0.826886666666667,1629,365,30,0.0254639285841984
101902,0.782753101084381,"F","NL","MASS",1,1,1,0,0,0,0,0.864627272727273,495,365,72,0.0282138544296849
101903,0.801446467870846,"F","FR","MASS",0,0,1,0,0,0,0,0.88154,4863,365,42,0.0200696480938416
101904,0.74890077393502,"F","NL","MASS",1,0,1,0,0,0,0,0.834806666666667,4385,365,15,0.0125739330241266
101905,0.438556535169482,"Unknown","FR","SOHO",0,1,1,0,0,0,0,0.831631851777778,2387,365,118,0.0368611185442869
101906,0.447900629602373,"M","NL","MASS",1,0,4,0,0,0,0,0.826445,5697,365,32,0.0170355247039608
101907,0.392189623555169,"M","NL","SOHO",1,1,2,4.3044,12.9132,0,0,0.906079047571429,236,365,94,0.0203982515784361
101908,0.856039871461689,"M","NL","SOHO",0,0,2,0,0,0,0,1.0649653332,5052,365,22,0.0336836534099501
101909,0.958350548055023,"F","FR","MASS",0,0,4,0,0,0,0,0.913242222,1229,365,3,0.0254639285841984
101910,0.00142185599543154,"F","FR","MASS",0,0,1,0.45456667,1.3637,0,0,0.989555555641026,277,365,243,0.0297469865139038
101911,0.315004801377654,"M","FR","MASS",1,0,3,3.01723333,9.0517,0.0218,0.0654,1.428256,3999,365,73,0.0185643833235569
101912,0.615196537459269,"M","NL","MASS",0,1,1,0,0,0,0,1.01354444466667,616,365,20,0.0254639285841984
101913,0.652123535051942,"F","NL","MASS",0,0,3,0,0,0,0,0.82645,3175,365,47,0.0165509521461601
101914,0.0521104952786118,"F","NL","MASS",1,0,1,0,0,0,0,0.826445,6357,365,47,0.0170355247039608
101915,0.0090282610617578,"F","NL","MASS",0,0,2,0,0,0,0,1.305202222,1530,365,18,0.0254639285841984
101916,0.417549964040518,"M","NL","MASS",0,0,1,0,0,0,0,3.75158055583333,1797,365,13,0.0212201105862536
101917,0.35256879706867,"F","DE","MASS",0,0,3,0.8265,2.4795,0,0,0.8054483335,2094,365,31,0.0301612064482579
101918,0.860667683649808,"M","NL","MASS",0,0,2,0,0,0,0,2.4262,412,365,18,0.0288548241659152
101919,0.0740164837334305,"F","FR","MASS",0,0,1,7.55023333,22.6507,0,0,2.067312,2267,365,75,0.0195816644414775
101920,0.716120192082599,"M","NL","SOHO",0,1,2,0,0,0,0,0.704181196666667,133,365,90,0.0297469865139038
101921,0.43650162848644,"M","FR","MASS",0,1,1,1.65643333,4.9693,0.34323333,1.0297,0.731733333333333,1039,365,65,0.0288548241659152
101922,0.191379615804181,"M","FR","MASS",1,1,1,0,0,0,0,0.99266,283,365,38,0.0216953741472364
101923,0.394195222761482,"M","FR","MASS",0,1,1,0,0,0,0,0.833277778,584,365,39,0.0254639285841984
101924,0.257202456705272,"F","NL","MASS",0,0,1,0,0,0,0,1.019286666,4534,365,10,0.014074876061314
101925,0.27972788293846,"M","FR","MASS",0,1,2,0,0,0,0,0.826445,2019,365,42,0.025597898714345
101926,0.86371009121649,"M","FR","MASS",1,1,1,3.10353333,9.3106,2.82803333,8.4841,1.35462190485714,1290,365,92,0.00956684325334995
101927,0.608653167495504,"M","FR","MASS",1,1,2,0,0,0,0,1.1947283335,2160,365,38,0.0170355247039608
101928,0.566195098683238,"M","FR","MASS",0,1,1,0,0,0,0,0.826446666666667,4521,365,21,0.0254639285841984
101929,0.193657812196761,"Unknown","NL","MASS",0,0,1,0.91136667,2.7341,0.91136667,2.7341,1.000226667,5767,365,14,0.0182584269662921
101930,0.525802681455389,"F","FR","MASS",0,0,1,0,0,0,0,0.905286666666667,812,365,39,0.0256037033501957
101931,0.9796873240266,"F","FR","MASS",1,0,1,0,0,0,0,0.840836,5614,365,57,0.0185643833235569
101932,0.839371758513153,"F","NL","MASS",0,0,1,0.16806667,0.5042,0.16806667,0.5042,0.837766666666667,5137,365,34,0.0256037033501957
101933,0.973151167621836,"M","NL","MASS",0,0,2,0,0,0,0,1.49311333333333,759,365,14,0.0254639285841984
101934,0.460837257560343,"M","NL","MASS",0,0,1,0,0,0,0,0.99174,4317,365,6,0.014074876061314
101935,0.89129299367778,"F","FR","MASS",0,0,1,0,0,0,0,0.827541666666667,4253,365,30,0.0212201105862536
101936,0.491453326772898,"M","NL","MASS",1,0,2,6.61996667,19.8599,5.85503333,17.5651,1.267777778,359,365,27,0.0125739330241266
101937,0.559610051335767,"F","FR","SOHO",0,0,1,4.686,14.058,0.50386667,1.5116,1.25826888866667,1419,365,70,0.0201295465869457
