primary_key,Probability_of_Churn
102562,0.034588497
102563,0.023660477
102564,0.002906297
102565,0.01925417
102566,0.011070064
102567,0.02422653
102568,0.027469876
102569,0.02494729
102570,0.015002152
102571,0.015179065
102572,0.021223957
102573,0.008137298
102574,0.010367843
102575,0.018097879
102576,0.030483047
102577,0.010531545
102578,0.024161358
102579,0.01514268
102580,0.017592591
102581,0.013318162
102582,0.013777921
102583,0.013730821
102584,0.026295338
102585,0.012404583
102586,0.033326773
102587,0.038425412
102588,0.023109151
102589,0.029248786
102590,0.027912688
102591,0.020762179
102592,0.012822374
102593,0.014687383
102594,0.037567564
102595,0.009852097
102596,0.011106245
102597,0.040768994
102598,0.034523706
102599,0.019506532
102600,0.001159298
102601,0.010021081
102602,0.012345015
102603,0.017847017
102604,0.038824996
102605,0.022931426
102606,0.02061554
102607,0.022690389
102608,0.018904872
102609,0.058078718
102610,0.00477978
102611,0.019487718
102612,0.023649749
102613,0.034963377
102614,0.129905165
102615,0.004435417
102616,0.006151238
102617,0.014625516
102618,0.020562111
102619,0.087802866
102620,0.033830989
102621,0.02097748
102622,0.01353986
102623,0.013746146
102624,0.036611229
102625,0.057654716
102626,0.022543272
102627,0.016475171
102628,0.023757468
102629,0.01125864
102630,0.033120863
102631,0.027570411
102632,0.026000187
102633,0.018285038
102634,0.00899553
102635,0.01315168
102636,0.01198012
102637,0.038384187
102638,0.012449777
102639,0.014685881
102640,0.031193415
102641,0.011983582
102642,0.028901086
102643,0.012637638
102644,0.014773973
102645,0.048676679
102646,0.040792562
102647,0.020123582
102648,0.016745482
102649,0.023791155
102650,0.015905796
102651,0.014226595
102652,0.02920424
102653,0.009764156
102654,0.01836596
102655,0.027407289
102656,0.022739648
102657,0.016394815
102658,0.028631518
102659,0.008971363
102660,0.019072092
102661,0.01043282
102662,0.033896808
102663,0.018941657
102664,0.000817888
102665,0.021049619
102666,0.007504538
102667,0.013567179
102668,0.02936468
102669,0.027961314
102670,0.014992472
102671,0.043518514
102672,0.01944648
102673,0.005088156
102674,0.012299451
102675,0.027603958
102676,0.022709536
102677,0.026818024
102678,0.02668696
102679,0.096680066
102680,0.009655766
102681,0.024315526
102682,0.017857166
102683,0.028619988
102684,0.007975334
102685,0.020680861
102686,0.020186495
102687,0.009472601
102688,0.019103671
102689,0.01471246
102690,0.017656212
102691,0.007514154
102692,0.015442403
102693,0.019919745
102694,0.033884013
102695,0.012007929
102696,0.014079932
102697,0.042712227
102698,0.014249297
102699,0.012521608
102700,0.022840213
102701,0.027286741
102702,0.035525338
102703,0.028105348
102704,0.012236301
102705,0.008105228
102706,0.051691052
102707,0.008840214
102708,0.017420108
102709,0.013298716
102710,0.008782034
102711,0.008357384
102712,0.015714329
102713,0.008987631
102714,0.010444001
102715,0.012381175
102716,0.018166441
102717,0.053819383
102718,0.007233062
102719,0.026212038
102720,0.018629382
102721,0.014204504
102722,0.008884535
102723,0.013238276
102724,0.076851227
102725,0.03527134
102726,0.019705752
102727,0.019118625
102728,0.013039843
102729,0.018336743
102730,0.013750964
102731,0.026117656
102732,0.030207325
102733,0.027585308
102734,0.019770145
102735,0.026971692
102736,0.014072922
102737,0.029616421
102738,0.018637637
102739,0.000948218
102740,0.031386745
102741,0.01772254
102742,0.013383243
102743,0.016884474
102744,0.046563338
102745,0.021465128
102746,0.097806926
102747,0.00858556
102748,0.035522171
102749,0.03216351
102750,0.020059457
102751,0.015846118
102752,0.015543266
102753,0.039480528
102754,0.010114643
102755,0.031999902
102756,0.017112623
102757,0.017552619
102758,0.018046356
102759,0.02650778
102760,0.026788884
102761,0.009033158
102762,0.014111478
102763,0.004693247
102764,0.020453937
102765,0.015374822
102766,0.00689514
102767,0.015212101
102768,0.020449926
102769,0.024115651
102770,0.019420249
102771,0.034977073
102772,0.016993614
102773,0.022431426
102774,0.046196205
102775,0.031245306
102776,0.027593653
102777,0.021616025
102778,0.014524097
102779,0.020427661
102780,0.013102338
102781,0.03618794
102782,0.032008881
102783,0.019341928
102784,0.068751558
102785,0.011983565
102786,0.042745665
102787,0.009829282
102788,0.010708127
102789,0.017677841
102790,0.018093984
102791,0.023036974
102792,0.016745904
102793,0.02577832
102794,0.029818724
102795,0.009433227
102796,0.016734383
102797,0.019931442
102798,0.026596368
102799,0.014189592
102800,0.028839315
102801,0.025843406
102802,0.015030595
102803,0.00969367
102804,0.01826966
102805,0.016714644
102806,0.040267387
102807,0.021887159
102808,0.019598588
102809,0.020686554
102810,0.02098299
102811,0.017486842
102812,0.023245044
102813,0.019221339
102814,0.03126786
102815,0.016851109
102816,0.010182132
102817,0.0216948
102818,0.016290634
102819,0.0281077
102820,0.087436675
102821,0.018764969
102822,0.016461785
102823,0.026832662
102824,0.012654607
102825,0.016406273
102826,0.024103969
102827,0.053828393
102828,0.01890378
102829,0.021320858
102830,0.022851495
102831,0.027313127
102832,0.017846968
102833,0.025578827
102834,0.0237538
102835,0.020406032
102836,0.015585568
102837,0.026922473
102838,0.024894829
102839,0.013537905
102840,0.023591437
102841,0.019829904
102842,0.089464019
102843,0.020880545
102844,0.011616659
102845,0.033471934
102846,0.029688804
102847,0.020443715
102848,0.021566293
102849,0.01416148
102850,0.010709873
102851,0.011212302
102852,0.038639298
102853,0.027092786
102854,0.050025753
102855,0.000175877
102856,0.01681913
102857,0.010592538
102858,0.00695321
102859,0.038556445
102860,0.008166869
102861,0.021085602
102862,0.001637251
102863,0.043084136
102864,0.018428131
102865,0.012083161
102866,0.036562254
102867,0.026477106
102868,0.01796588
102869,0.023039852
102870,0.014537952
102871,0.017571152
102872,0.032970341
102873,0.023531301
102874,0.013092203
102875,0.034927924
102876,0.022795863
102877,0.026839579
102878,0.031383409
102879,0.017512677
102880,0.020709548
102881,0.021507698
102882,0.137074591
102883,0.017557063
102884,0.001200405
102885,0.012513838
102886,0.01447668
102887,0.00656782
102888,0.012634307
102889,0.022659941
102890,0.011153887
102891,0.030439898
102892,0.008644965
102893,0.01428394
102894,0.04227033
102895,0.019648111
102896,0.016929546
102897,0.020534821
102898,0.038454615
102899,0.012435136
102900,0.030823482
102901,0.02056469
102902,0.014971158
102903,0.013423136
102904,0.032382097
102905,0.026457463
102906,0.048451769
102907,0.001367109
102908,0.10865061
102909,0.071547286
102910,0.016928033
102911,0.013165645
102912,0.037547234
102913,0.022654546
102914,0.01571163
102915,0.054043549
102916,0.015411489
102917,0.018486623
102918,0.033865829
102919,0.018340814
102920,0.011419966
102921,0.014547582
102922,0.019531815
102923,0.029387163
102924,0.02087682
102925,0.041635027
102926,0.014860789
102927,0.059878018
102928,0.07040199
102929,0.014102811
102930,0.027424268
102931,0.042138994
102932,0.033442555
102933,0.022604345
102934,0.007714003
102935,0.0097847
102936,0.012748728
102937,0.017023317
102938,0.014574368
102939,0.018972513
102940,0.026428221
102941,0.013718867
102942,0.017345538
102943,0.024822561
102944,0.027154889
102945,0.038526899
102946,0.033830582
102947,0.017872494
102948,0.021374132
102949,0.046169785
102950,0.016291314
102951,0.054492581
102952,0.026952255
102953,0.036346239
102954,0.017343415
102955,0.048367621
102956,0.009634694
102957,0.026893648
102958,0.019453123
102959,0.014727009
102960,0.022717192
102961,0.031927374
102962,0.015999658
102963,0.025595904
102964,0.011346643
102965,0.024208952
102966,0.017730463
102967,0.013637519
102968,0.010602953
102969,0.009332713
102970,0.000722728
102971,0.023202498
102972,0.011206258
102973,0.024812288
102974,0.014083639
102975,0.019679488
102976,0.010972577
102977,0.011680959
102978,0.036982092
102979,0.037759866
102980,0.017954466
102981,0.039007648
102982,0.027980777
102983,0.024556244
102984,0.033793811
102985,0.020573004
102986,0.046760977
102987,0.036176934
102988,0.019069631
102989,0.014442311
102990,0.018864139
102991,0.036221178
102992,0.015286278
102993,0.018877416
102994,0.01653782
102995,0.078301344
102996,0.002914472
102997,0.001215005
102998,0.02204
102999,0.014051137
103000,0.019094101
103001,0.012544922
103002,0.012287371
103003,0.029788117
103004,0.018775278
103005,0.03053451
103006,0.033024229
103007,0.009179806
103008,0.010979585
103009,0.021900401
103010,0.021518761
103011,0.049674616
103012,0.00814168
103013,0.024512352
103014,0.017196899
103015,0.012424099
103016,0.010452277
103017,0.023965426
103018,0.018608305
103019,0.052907556
103020,0.006258012
103021,0.018628695
103022,0.016715619
103023,0.032008439
103024,0.01079443
103025,0.000862204
103026,0.015225008
103027,0.044587862
103028,0.016579421
103029,0.005548279
103030,0.016430468
103031,0.025666071
103032,0.013109882
103033,0.023924735
103034,0.019206805
103035,0.010175655
103036,0.015247027
103037,0.000780642
103038,0.015448104
103039,0.01840356
103040,0.028492563
103041,0.023180064
103042,0.018076484
103043,0.01120477
103044,0.014939994
103045,0.000846625
103046,0.015580718
103047,0.035545686
103048,0.017305914
103049,0.023245127
103050,0.000538276
103051,0.00025626
103052,0.030141456
103053,0.012596224
103054,0.031944047
103055,0.014109817
103056,0.017385451
103057,0.03898195
103058,0.01617332
103059,0.039712285
103060,0.011352011
103061,0.026512578
103062,0.012732982
103063,0.020781445
103064,0.01132791
103065,0.015955928
103066,0.023630861
103067,0.010307094
103068,0.013516281
103069,0.00899516
103070,0.013394077
103071,0.007802378
103072,0.042623391
103073,0.019022921
103074,0.015602622
103075,0.038732521
103076,0.033641888
103077,0.01585292
103078,0.02267104
103079,0.01329156
103080,0.0139296
103081,0.024811278
103082,0.021953432
103083,0.054617789
103084,0.031509332
103085,0.0188474
103086,0.042934153
103087,0.013828078
103088,0.01730539
103089,0.015115553
103090,0.004496962
103091,0.009355417
103092,0.033500105
103093,0.017517587
103094,0.021029999
103095,0.021682815
103096,0.084130531
103097,0.013553014
103098,0.01448839
103099,0.009623743
103100,0.037814511
103101,0.010093603
103102,0.018777974
103103,0.024848425
103104,0.014597504
103105,0.013223062
103106,0.02198145
103107,0.034657203
103108,0.017705009
103109,0.023027704
103110,0.021087981
103111,0.016671443
103112,0.008799274
103113,0.011024364
103114,0.034488755
103115,0.01178217
103116,0.010455765
103117,0.025180572
103118,0.047118105
103119,0.018827695
103120,0.00911987
103121,0.016024766
103122,0.010716521
103123,0.056184446
103124,0.029740531
103125,0.01755752
103126,0.036056776
103127,0.025880075
103128,0.05380908
103129,0.020722595
103130,0.000253918
103131,0.030698553
103132,0.007751597
103133,0.017564458
103134,0.031329521
103135,0.012571247
103136,0.022655361
103137,0.02071898
103138,0.023787321
103139,0.028207381
103140,0.01023651
103141,0.035460131
103142,0.031432157
103143,0.017228965
103144,0.026471631
103145,0.01570991
103146,0.020218441
103147,0.023708719
103148,0.016138826
103149,0.053902268
103150,0.006907289
103151,0.026224351
103152,0.015019004
103153,0.023795492
103154,0.018530491
103155,0.013619242
103156,0.018947766
103157,0.011615193
103158,0.023246923
103159,0.033558646
103160,0.027358701
103161,0.012317916
103162,0.016557191
103163,0.024148234
103164,0.024125639
103165,0.006254926
103166,0.000357312
103167,0.016641902
103168,0.017155084
103169,0.058879078
103170,0.01500907
103171,0.012840762
103172,0.0216029
103173,0.016829913
103174,0.022705523
103175,0.001051953
103176,0.022202218
103177,0.018233111
103178,0.017345261
103179,0.013293003
103180,0.018902795
103181,0.028779362
103182,0.039491814
103183,0.022450813
103184,0.015727141
103185,0.024479237
103186,0.019294898
103187,0.015026516
103188,0.005756345
103189,0.015257329
103190,0.034240736
103191,0.018938493
103192,0.016587731
103193,0.052048861
103194,0.014122073
103195,0.023760946
103196,0.006347094
103197,0.012985731
103198,0.012737441
103199,0.01244573
103200,0.019797632
103201,0.013094331
103202,0.031312732
103203,0.004727543
103204,0.018954414
103205,0.013435586
103206,0.073605252
103207,0.034725968
103208,0.010887601
103209,0.015628577
103210,0.034437014
103211,0.009140065
103212,0.019044559
103213,0.015355663
103214,0.010808006
103215,0.012897115
103216,0.01701503
103217,0.023439086
103218,0.020871507
103219,0.019707844
103220,0.011557207
103221,0.047566031
103222,0.004452794
103223,0.045545166
103224,0.008850132
103225,0.034530133
103226,0.028055017
103227,0.023479169
103228,0.00996979
103229,0.022060602
103230,0.036836127
103231,0.016526082
103232,0.040106612
103233,0.010371163
103234,0.001944719
103235,0.022834005
103236,0.022000412
103237,0.018545308
103238,0.046514708
103239,0.023755918
103240,0.016531025
103241,0.020508705
103242,0.026810527
103243,0.018265457
103244,0.021521254
103245,0.033200412
103246,0.010921622
103247,0.04107176
103248,0.019623206
103249,0.014999145
103250,0.021404649
103251,0.01399997
103252,0.006618729
103253,0.006543575
103254,0.017911859
103255,0.022534177
103256,0.020550409
103257,0.023116936
103258,0.019977685
103259,0.020036501
103260,0.045871155
103261,0.011087316
103262,0.012192081
103263,0.00715011
103264,0.02453679
103265,0.021176838
103266,0.008912006
103267,0.055040198
103268,0.01583521
103269,0.023443773
103270,0.049426059
103271,0.016469914
103272,0.021342897
103273,0.017807898
103274,0.023836317
103275,0.02098483
103276,0.027870586
103277,0.000613446
103278,0.013081437
103279,0.030692126
103280,0.030356685
103281,0.013443204
103282,0.011242809
103283,0.025231452
103284,0.02568604
103285,0.031358665
103286,0.018071085
103287,0.03398633
103288,0.016360651
103289,0.043530846
103290,0.020053797
103291,0.011073947
103292,0.023212394
103293,0.055540121
103294,0.015508547
103295,0.019561826
103296,0.002918655
103297,0.014428617
103298,0.026006373
103299,0.014043315
103300,0.019218035
103301,0.011793015
103302,0.0309419
103303,0.016008227
103304,0.01796879
103305,0.038569433
103306,0.032341394
103307,0.015392051
103308,0.018338442
103309,0.038696475
103310,0.021740203
103311,0.014564113
103312,0.017223035
103313,0.012638363
103314,0.031543845
103315,0.033156636
103316,0.028038163
103317,0.017244008
103318,0.017839228
103319,0.03403141
103320,0.021651904
103321,0.020027546
103322,0.023242002
103323,0.007768335
103324,0.011233892
103325,0.026691886
103326,0.01085492
103327,0.022611338
103328,0.023199148
103329,0.024893936
103330,0.020484743
103331,0.015137548
103332,0.023936999
103333,0.020315547
103334,0.020363835
103335,0.021631703
103336,0.021222062
103337,0.041462317
103338,0.025506736
103339,0.013469639
103340,0.013917441
103341,0.017230018
103342,0.020918065
103343,0.018717327
103344,0.02452334
103345,0.041801101
103346,0.017192238
103347,0.078849873
103348,0.012379583
103349,0.026126096
103350,0.020526928
103351,0.019752137
103352,0.025874049
103353,0.035058221
103354,0.052737863
103355,0.015630536
103356,0.024399909
103357,0.019722527
103358,0.021485097
103359,0.0019472
103360,0.080888562
103361,0.023155133
103362,0.01534472
103363,0.016930972
103364,0.006749185
103365,0.033912567
103366,0.011933512
103367,0.013213078
103368,0.010931396
103369,0.009143343
103370,0.00869997
103371,0.017065393
103372,0.021186523
103373,0.014318584
103374,0.006871999
103375,0.002992222
103376,0.034202284
103377,0.016017572
103378,0.025945566
103379,0.03499433
103380,0.046840793
103381,0.018800121
103382,0.001812306
103383,0.025078346
103384,0.017035239
103385,0.022092601
103386,0.033639535
103387,0.016302297
103388,0.014464427
103389,0.005582534
103390,0.022931603
103391,0.020364623
103392,0.00710442
103393,0.034168849
103394,0.01477675
103395,0.018541664
103396,0.021472687
103397,0.029944019
103398,0.013121008
103399,0.013050698
103400,0.015092624
103401,0.017341758
103402,0.026444245
103403,0.010722949
103404,0.074790417
103405,0.018986297
103406,0.015468469
103407,0.009666889
103408,0.005744634
103409,0.007995005
103410,0.019125901
103411,0.021626197
103412,0.012215382
103413,0.011986776
103414,0.04037443
103415,0.028894506
103416,0.008338451
103417,0.032260464
103418,0.017333484
103419,0.021419512
103420,0.02083799
103421,0.017963966
103422,0.023854667
103423,0.024465456
103424,0.001574137
103425,0.01854613
103426,0.032720713
103427,0.016364705
103428,0.015621241
103429,0.01191284
103430,0.02128345
103431,0.022969046
103432,0.042909403
103433,0.024153301
103434,0.014451294
103435,0.013742783
103436,0.012800153
103437,0.011750982
103438,0.016969133
103439,0.006038465
103440,0.014829072
103441,0.018295138
103442,0.015911554
103443,0.035739535
103444,0.021500862
103445,0.047202331
103446,0.01342765
103447,0.021693077
103448,0.019433343
103449,0.014927768
103450,0.026313533
103451,0.033638671
103452,0.017806881
103453,0.012143508
103454,0.019386414
103455,0.028670684
103456,0.021931262
103457,0.012127778
103458,0.010116631
103459,0.001411163
103460,0.019573783
103461,0.014270077
103462,0.000312036
103463,0.024788453
103464,0.022976103
103465,0.022171501
103466,0.018105573
103467,0.016971243
103468,0.027397266
103469,0.014730381
103470,0.022993194
103471,0.057828739
103472,0.008281157
103473,0.017453347
103474,0.008182862
103475,0.019066959
103476,0.016322297
103477,0.000239217
103478,0.0088939
103479,0.026795017
103480,0.013561762
103481,0.019085859
103482,0.035769948
103483,0.023266027
103484,0.022246783
103485,0.009209807
103486,0.01599573
103487,0.030997865
103488,0.015598218
103489,0.02708201
103490,0.010213004
103491,0.01332202
103492,0.03283872
103493,0.01248023
103494,0.022331902
103495,0.03067593
103496,0.008546745
103497,0.012549038
103498,0.018174875
103499,0.02297038
103500,0.013164306
103501,0.024360609
103502,0.012165639
103503,0.030296209
103504,0.012430042
103505,0.028795429
103506,0.032935852
103507,0.02969705
103508,0.020972947
103509,0.014496176
103510,0.026337892
103511,0.031333674
103512,0.026663129
103513,0.03124669
103514,0.014535952
103515,0.012755668
103516,0.05665098
103517,0.032692125
103518,0.029963812
103519,0.013505092
103520,0.011969764
103521,0.024182623
103522,0.042311749
103523,0.013660155
103524,0.024055817
103525,0.027605167
103526,0.02244196
103527,0.01598153
103528,0.011246453
103529,0.02851554
103530,0.034105108
103531,0.022420302
103532,0.031949958
103533,0.01914343
103534,0.034066848
103535,0.022072808
103536,0.016184498
103537,0.023098998
103538,0.026813577
103539,0.011635587
103540,0.016167927
103541,0.01526078
103542,0.011863382
103543,0.025500332
103544,0.023881884
103545,0.023204103
103546,0.009473891
103547,0.017058854
103548,0.025488032
103549,0.014214125
103550,0.01761255
103551,0.015780748
103552,0.013228752
103553,0.020233305
103554,0.036471894
103555,0.030337394
103556,0.018953553
103557,0.01664436
103558,0.027454329
103559,0.012416681
103560,0.015016378
103561,0.018583353
103562,0.022836271
103563,0.016494798
103564,0.02613735
103565,0.009926377
103566,0.026763559
103567,0.020910406
103568,0.007160626
103569,0.015395451
103570,0.018493407
103571,0.023282711
103572,0.078554533
103573,0.008574568
103574,0.000679002
103575,0.01762646
103576,0.031662583
103577,0.015589275
103578,0.015599084
103579,0.029588596
103580,0.016353519
103581,0.019284267
103582,0.024532306
103583,0.018085721
103584,0.036862322
103585,0.017217553
103586,0.015537122
103587,0.016052211
103588,0.032499198
103589,0.019047058
103590,0.005872708
103591,0.017168812
103592,0.021511825
103593,0.015447967
103594,0.018412248
103595,0.020836472
103596,0.014341827
103597,0.013953528
103598,0.01657704
103599,0.012523656
103600,0.013015265
103601,0.058798149
103602,0.000844878
103603,0.01594737
103604,0.033249291
103605,0.024188416
103606,0.009498401
103607,0.02307823
103608,0.02971888
103609,0.016643291
103610,0.018340859
103611,0.026917921
103612,0.020665633
103613,0.066057812
103614,0.01274603
103615,0.048454834
103616,0.051582189
103617,0.016259463
103618,0.014960457
103619,0.015059921
103620,0.029079953
103621,0.014834493
103622,0.022656019
103623,0.015296799
103624,0.024946107
103625,0.072305965
103626,0.011348607
103627,0.030444817
103628,0.043242954
103629,0.026831804
103630,0.012739668
103631,0.079821544
103632,0.024968013
103633,0.020256251
103634,0.027252355
103635,0.014133628
103636,0.005244507
103637,0.01704114
103638,0.044296751
103639,0.043793171
103640,0.018171998
103641,0.035250275
103642,0.014375979
103643,0.014497694
103644,0.016915833
103645,0.051356167
103646,0.01766173
103647,0.008985401
103648,0.01429133
103649,0.028116207
103650,0.023694742
103651,0.017135027
103652,0.031444306
103653,0.044991543
103654,0.014729654
103655,0.043443294
103656,0.034758574
103657,0.033615407
103658,0.018535856
103659,0.015398999
103660,0.01598274
103661,0.012516825
103662,0.036178401
103663,0.017904926
103664,0.009674188
103665,0.014208074
103666,0.010887455
103667,0.009985244
103668,0.013007161
103669,0.0099219
103670,0.023714832
103671,0.012087692
103672,0.012298007
103673,0.021857096
103674,0.021477366
103675,0.032263153
103676,0.025633823
103677,0.012117449
103678,0.013259073
103679,0.023583626
103680,0.021287166
103681,0.016468029
103682,0.013599761
103683,0.018235601
103684,0.014940744
103685,0.010278333
103686,0.020460265
103687,0.011935902
103688,0.063917857
103689,0.028646711
103690,0.02133827
103691,0.030046533
103692,0.02853071
103693,0.012871792
103694,0.000410789
103695,0.014407807
103696,0.019382343
103697,0.041146832
103698,0.023658594
103699,0.021738238
103700,0.018412894
103701,0.030371732
103702,0.058562443
103703,0.016941653
103704,0.014794303
103705,0.051465537
103706,0.017046189
103707,0.053839965
103708,0.085175581
103709,0.01448717
103710,0.03237167
103711,0.048347982
103712,0.00757852
103713,0.016920515
103714,0.028954129
103715,0.016299781
103716,0.057049761
103717,0.019190162
103718,0.015431294
103719,0.008987849
103720,0.019111319
103721,0.016121678
103722,0.01796899
103723,0.02031225
103724,0.014126847
103725,0.007240576
103726,0.004191954
103727,0.010627232
103728,0.030965647
103729,0.034560856
103730,0.049774935
103731,0.032189348
103732,0.028115395
103733,0.009284311
103734,0.024028583
103735,0.007862595
103736,0.024288059
103737,0.001258589
103738,0.023494064
103739,0.018709261
103740,0.01385687
103741,0.009176028
103742,0.013195514
103743,0.030938796
103744,0.020242246
103745,0.011752141
103746,0.014950593
103747,0.014625246
103748,0.023738226
103749,0.040481271
103750,0.046172269
103751,0.026558466
103752,0.014058381
103753,0.030736276
103754,0.033247322
103755,0.049883114
103756,0.015741428
103757,0.030515732
103758,0.02739616
103759,0.015346982
103760,0.02526931
103761,0.032354399
103762,0.002804087
103763,0.013177483
103764,0.008930793
103765,0.015975384
103766,0.031211914
103767,0.040998792
103768,0.019089131
103769,0.016161966
103770,0.025415261
103771,0.012705607
103772,0.000880587
103773,0.022072443
103774,0.013503134
103775,0.013255648
103776,0.023038676
103777,0.015277574
103778,0.048230814
103779,0.017627895
103780,0.019889158
103781,0.02799406
103782,0.023443767
103783,0.014519395
103784,0.031527361
103785,0.013177347
103786,0.012290413
103787,0.052659818
103788,0.012875018
103789,0.013980175
103790,0.02025807
103791,0.012831425
103792,0.025274783
103793,0.01168179
103794,0.027769922
103795,0.008010812
103796,0.006777914
103797,0.027049174
103798,0.026298041
103799,0.010433209
103800,0.023104987
103801,0.010619937
103802,0.013267432
103803,0.047363525
103804,0.016179022
103805,0.010214791
103806,0.036938825
103807,0.031425435
103808,0.026652568
103809,0.015213701
103810,0.022671576
103811,0.024624586
103812,0.013797467
103813,0.025742404
103814,0.015760271
103815,0.012730405
103816,0.02013841
103817,0.014777589
103818,0.016530252
103819,0.011144233
103820,0.029071581
103821,0.033975165
103822,0.010204848
103823,0.020173877
103824,0.029231494
103825,0.024066474
103826,0.044081443
103827,0.02395276
103828,0.01020361
103829,0.015995367
103830,0.016616759
103831,0.036798181
103832,0.007776756
103833,0.077912299
103834,0.022908488
103835,0.020597398
103836,0.023892159
103837,0.011257442
103838,0.011671413
103839,0.018669986
103840,0.022484714
103841,0.041667023
103842,0.010050343
103843,0.025170537
103844,0.042991042
103845,0.012696436
103846,0.014025026
103847,0.014849514
103848,0.01012387
103849,0.007744683
103850,0.017439397
103851,0.017042594
103852,0.01638847
103853,0.018229514
103854,0.025441924
103855,0.010062659
103856,0.025628846
103857,0.018160045
103858,0.01779324
103859,0.02225135
103860,0.02305756
103861,0.014118591
103862,0.008792798
103863,0.008269825
103864,0.009411983
103865,0.010323994
103866,0.019387156
103867,0.021123646
103868,0.016899559
103869,0.032013733
103870,0.017702982
103871,0.013521971
103872,0.020157073
103873,0.010257172
103874,0.022880394
103875,0.019000453
103876,0.000817372
103877,0.017479492
103878,0.021817454
103879,0.045124659
103880,0.009746297
103881,0.00262779
103882,0.020253126
103883,0.022103497
103884,0.030904474
103885,0.007346882
103886,0.052098718
103887,0.014633652
103888,0.025009196
103889,0.071812557
103890,0.017788875
103891,0.019618962
103892,0.050479728
103893,0.015781252
103894,0.014359952
103895,0.019761276
103896,0.008505105
103897,0.021979373
103898,0.024229927
103899,0.021549792
103900,0.012378735
103901,0.031156844
103902,0.01076294
103903,0.030651707
103904,0.021387497
103905,0.02534182
103906,0.006437183
103907,0.068789786
103908,0.010358364
103909,0.021039855
103910,0.050812558
103911,0.020262474
103912,0.013956701
103913,0.019715223
103914,0.052729325
103915,0.018495889
103916,0.014737262
103917,0.021108253
103918,0.012390979
103919,0.016874452
103920,0.016840037
103921,0.021556858
103922,0.026207503
103923,0.014981483
103924,0.017114096
103925,0.035768636
103926,0.019032221
103927,0.023139938
103928,0.005782268
103929,0.01881488
103930,0.012389493
103931,0.023681515
103932,0.023826294
103933,0.024497885
103934,0.014898705
103935,0.011660017
103936,0.013038547
103937,0.021812879
103938,0.015186726
103939,0.011554517
103940,0.013970551
103941,0.013615176
103942,0.047083353
103943,0.026914723
103944,0.0008196
103945,0.005504579
103946,0.026045004
103947,0.018115342
103948,0.018467825
103949,0.019838405
103950,0.015740518
103951,0.038300395
103952,0.024667494
103953,0.013376115
103954,0.02308775
103955,0.017302345
103956,0.054018043
103957,0.017638999
103958,0.024741246
103959,0.02202368
103960,0.022720781
103961,0.025553877
103962,0.02800264
103963,0.054135235
103964,0.0169882
103965,0.017293432
103966,0.008015068
103967,0.028442099
103968,0.020147255
103969,0.006941301
103970,0.033895607
103971,0.016098999
103972,0.035496876
103973,0.014533178
103974,0.0146433
103975,0.023927765
103976,0.019837734
103977,0.010107499
103978,0.019651821
103979,0.01149854
103980,0.014712276
103981,0.034098609
103982,0.035975164
103983,0.03688238
103984,0.061707532
103985,0.078736336
103986,0.044291453
103987,0.005768631
103988,0.074200291
103989,0.033204938
103990,0.028834236
103991,0.013144328
103992,0.016665669
103993,0.004412124
103994,0.000506353
103995,0.034967716
103996,0.000956013
103997,0.022347589
103998,0.017502508
103999,0.017966701
104000,0.012459299
104001,0.013843345
104002,0.010027801
104003,0.031255293
104004,0.018464494
104005,0.015450354
104006,0.018700184
104007,0.012004245
104008,0.029349928
104009,0.006987235
104010,0.018364671
104011,0.047614263
104012,0.016160403
104013,0.029352681
104014,0.013605033
104015,0.018826333
104016,0.018904666
104017,0.028411846
104018,0.004987182
104019,0.029427896
104020,0.033706198
104021,0.057740876
104022,0.015363732
104023,0.010869561
104024,0.018776541
104025,0.01465407
104026,0.012940535
104027,0.022108614
104028,0.015812579
104029,0.027793619
104030,0.028924266
104031,0.01370528
104032,0.036990124
104033,0.048579375
104034,0.028584993
104035,0.028564364
104036,0.043496662
104037,0.010448839
104038,0.031742213
104039,0.020016894
104040,0.029528451
104041,0.010726646
104042,0.017657487
104043,0.012267342
104044,0.078800171
104045,0.021525923
104046,0.019070027
104047,0.019181628
104048,0.013153642
104049,0.018024475
104050,0.020498661
104051,0.025249398
104052,0.045887923
104053,0.016971064
104054,0.013158941
104055,0.027306128
104056,0.031954867
104057,0.01162556
104058,0.052964534
104059,0.012271746
104060,0.013747897
104061,0.028564855
104062,0.00750989
104063,0.03826359
104064,0.014889068
104065,0.02705718
104066,0.006468276
104067,0.013679338
104068,0.009503932
104069,0.038898769
104070,0.012673179
104071,0.017647097
104072,0.031377587
104073,0.013197019
104074,0.010529415
104075,0.016458694
104076,0.041848826
104077,0.034113169
104078,0.052952334
104079,0.021234811
104080,0.018721797
104081,0.018247401
104082,0.019338314
104083,0.013544519
104084,0.010658422
104085,0.025282258
104086,0.044929579
104087,0.010252151
104088,0.006613569
104089,0.019598636
104090,0.013261533
104091,0.038995244
104092,0.033380656
104093,0.007946527
104094,0.015048094
104095,0.019291215
104096,0.028024866
104097,0.018090684
104098,0.012131682
104099,0.008452993
104100,0.019929249
104101,0.023336695
104102,0.028571672
104103,0.018269185
104104,0.037581968
104105,0.021278281
104106,0.012632481
104107,0.01686103
104108,0.032063128
104109,0.027248164
104110,0.034293831
104111,0.017800829
104112,0.008934504
104113,0.000271054
104114,0.014387588
104115,0.022162481
